node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.06272243287797404
64, 45, 1, 0.5003750269756508
51, 1, 49, 0.7213932307721795
116, 64, 15, 0.8036912745159344
168, 116, 15, 0.9987808883945705
87, 45, 2, 1.0604345671435118
103, 64, 20, 1.187060397988743
207, 116, 43, 1.227474811488782
135, 64, 39, 1.510611713728343
211, 207, 43, 1.5850226283102662
184, 64, 25, 1.670073963693164
152, 103, 20, 1.6931625879716288
141, 64, 49, 1.7538473456568555
244, 168, 24, 1.948552856452206
246, 207, 57, 2.0068017885354044
208, 103, 54, 2.099557374079753
341, 211, 47, 2.15072734479538
290, 207, 42, 2.2546680536043078
361, 341, 20, 2.819970370682265
317, 211, 13, 2.967432986612406
388, 361, 57, 3.079081504000023
398, 317, 13, 3.0812753655307223
415, 341, 45, 3.1660939591207584
532, 388, 38, 4.016076275613388
535, 388, 40, 4.019825333697805
507, 388, 21, 4.045902352361154
554, 507, 5, 4.352939636233807
637, 554, 13, 5.101954933068239
620, 535, 44, 5.2842862129904935
617, 535, 50, 5.367926116843373
677, 637, 43, 5.473219032902146
660, 617, 50, 5.843607509089197
661, 637, 36, 5.910423176455783
695, 637, 2, 5.933773676774577
751, 677, 58, 6.030835630029088
