node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.5473114979697027
64, 45, 1, 0.6713504297222443
51, 1, 49, 1.009392722439629
87, 45, 2, 1.024798238876606
103, 64, 20, 1.5424037716603474
135, 64, 39, 1.592250336390133
184, 64, 25, 1.641975449899718
116, 64, 15, 1.690233518479469
207, 116, 43, 1.751040473835137
168, 116, 15, 1.8427494309849473
141, 64, 49, 1.976289550964178
152, 103, 20, 2.006276683549454
211, 207, 43, 2.092103362648689
208, 103, 54, 2.0986457256373865
246, 207, 57, 2.2565757268555413
290, 207, 42, 2.4672773681836726
244, 168, 24, 2.5285754369761224
341, 211, 47, 2.8359878112160524
317, 211, 13, 3.0381121828134057
398, 317, 13, 3.1021284724849827
361, 341, 20, 3.1401064193492214
415, 341, 45, 3.1860874541291735
388, 361, 57, 3.2973743056715077
535, 388, 40, 4.191238154194639
532, 388, 38, 4.2342085902517645
507, 388, 21, 4.533182824464423
554, 507, 5, 4.6292834020723586
637, 554, 13, 5.159932904557055
620, 535, 44, 5.287609998895346
617, 535, 50, 5.808958571851921
695, 637, 2, 5.961338383606408
677, 637, 43, 6.009912307050591
