node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.5775953417227989
64, 45, 1, 0.5882440769884374
135, 64, 39, 0.9385525965989996
51, 1, 49, 0.9932803251145907
103, 64, 20, 1.1756809513821271
87, 45, 2, 1.2333847154186655
116, 64, 15, 1.6128523654794429
152, 103, 20, 1.6759606450631812
207, 116, 43, 1.69839616597049
168, 116, 15, 1.7862527650274294
141, 64, 49, 1.928782234313061
184, 64, 25, 2.047333966776716
246, 207, 57, 2.0474995841126606
211, 207, 43, 2.056680135635804
244, 168, 24, 2.1685521317081546
208, 103, 54, 2.193791987277487
290, 207, 42, 2.273816647568335
341, 211, 47, 2.756396734464352
361, 341, 20, 2.8816498056288733
317, 211, 13, 3.1503017243474267
388, 361, 57, 3.182608335090101
398, 317, 13, 3.2467109657993096
415, 341, 45, 3.505841137173557
532, 388, 38, 4.070448346542175
535, 388, 40, 4.196965051019735
507, 388, 21, 4.393194407320979
554, 507, 5, 4.694531645880152
637, 554, 13, 5.2776541858990225
620, 535, 44, 5.378771708596641
617, 535, 50, 5.532043073914408
677, 637, 43, 5.968934162455756
660, 617, 50, 5.994958872912946
661, 637, 36, 6.114377419009354
