node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.22496607107120836
64, 45, 1, 0.5617070775561005
103, 64, 20, 0.9001625084444853
51, 1, 49, 0.9020283131746712
87, 45, 2, 0.9237012438352109
135, 64, 39, 1.3591331602960248
116, 64, 15, 1.3877636266015654
207, 116, 43, 1.3900296896252535
152, 103, 20, 1.4248521536050265
168, 116, 15, 1.5489853975326602
246, 207, 57, 1.5749498642184805
211, 207, 43, 1.7402305508952454
208, 103, 54, 1.8010187838367
184, 64, 25, 1.8155117138150263
141, 64, 49, 1.8980355475559492
244, 168, 24, 2.1281944844031986
290, 207, 42, 2.2422075963427113
341, 211, 47, 2.4689813283577493
361, 341, 20, 2.5582643945091927
388, 361, 57, 2.6630681020087503
317, 211, 13, 3.116224994912267
415, 341, 45, 3.2228619404846306
398, 317, 13, 3.250409408390219
535, 388, 40, 4.101861838736739
507, 388, 21, 4.3832470321759605
532, 388, 38, 4.414330954437188
554, 507, 5, 4.576921768188058
620, 535, 44, 5.09622062258788
617, 535, 50, 5.1374578991375
637, 554, 13, 5.179926275984836
660, 617, 50, 5.571543744275742
677, 637, 43, 5.619430121459811
695, 637, 2, 5.863632399878649
661, 637, 36, 6.092409459463251
