node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.6535546356668688
64, 45, 1, 0.7155409478699639
103, 64, 20, 1.0817014207504516
51, 1, 49, 1.094430929112465
135, 64, 39, 1.2873466990806286
87, 45, 2, 1.328128393220378
152, 103, 20, 1.544019622879857
116, 64, 15, 1.6648584911016262
207, 116, 43, 1.8104663473703373
168, 116, 15, 1.8430352617247967
141, 64, 49, 2.0102263589304026
246, 207, 57, 2.084430320290196
211, 207, 43, 2.1429595669404025
184, 64, 25, 2.1548521129424496
208, 103, 54, 2.2550123865035197
290, 207, 42, 2.3674499764671086
244, 168, 24, 2.4168785387952307
341, 211, 47, 2.596385171742395
361, 341, 20, 2.7304449840296248
388, 361, 57, 3.2125037957067875
317, 211, 13, 3.2927004268939433
398, 317, 13, 3.354997066399764
415, 341, 45, 3.576734633960742
532, 388, 38, 4.198979664612237
535, 388, 40, 4.212148285068393
507, 388, 21, 4.4847512000817265
554, 507, 5, 4.799250501435178
617, 535, 50, 5.254585795607027
637, 554, 13, 5.365382245673969
620, 535, 44, 5.4944086908967495
660, 617, 50, 5.711648824663962
677, 637, 43, 6.046355048416819
