node, prevNode, creator, time
1, 0, 0, 0
64, 45, 1, 0.4986655830360964
45, 1, 43, 0.5238090103455897
51, 1, 49, 1.0134683921966385
87, 45, 2, 1.1119887293448656
103, 64, 20, 1.332186413709079
116, 64, 15, 1.456035644311093
135, 64, 39, 1.483025414653444
207, 116, 43, 1.6520568592470197
168, 116, 15, 1.7053802542591707
290, 207, 42, 1.7611048109025191
152, 103, 20, 1.8493729066305353
141, 64, 49, 1.9364994223112237
211, 207, 43, 1.9715847663789694
184, 64, 25, 1.9716399333006205
208, 103, 54, 2.052049425529267
246, 207, 57, 2.1498312080020567
244, 168, 24, 2.319520111000735
341, 211, 47, 2.371089358459234
361, 341, 20, 2.9820339402691607
317, 211, 13, 3.0232114138457704
398, 317, 13, 3.202192459475087
388, 361, 57, 3.243179175297659
415, 341, 45, 3.302059922626349
535, 388, 40, 4.110267043259762
532, 388, 38, 4.2184194698706925
507, 388, 21, 4.2776930678035745
554, 507, 5, 4.447913999159933
637, 554, 13, 5.19299939812876
620, 535, 44, 5.391816287067881
617, 535, 50, 5.725522027818962
677, 637, 43, 5.911158271276894
695, 637, 2, 6.066156048825301
