node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.5616381126871783
64, 45, 1, 1.0070312293344916
51, 1, 49, 1.1724834245121758
116, 64, 15, 1.3320588653066143
87, 45, 2, 1.4028792517635835
168, 116, 15, 1.5027539680302227
103, 64, 20, 1.5785099468095813
207, 116, 43, 1.7262233984989999
135, 64, 39, 1.777773215324801
141, 64, 49, 2.0061559718913866
208, 103, 54, 2.0935771479444147
152, 103, 20, 2.102766470853358
211, 207, 43, 2.1169292133342656
184, 64, 25, 2.140152238628754
244, 168, 24, 2.208276865040877
246, 207, 57, 2.4490310977126524
290, 207, 42, 2.5362547021184825
341, 211, 47, 2.6588595540226576
361, 341, 20, 3.250514018782306
317, 211, 13, 3.4188317892917794
415, 341, 45, 3.544655057014153
398, 317, 13, 3.558101960175226
388, 361, 57, 3.580103051198
535, 388, 40, 4.252009665503887
507, 388, 21, 4.470628280118369
532, 388, 38, 4.479315119923043
554, 507, 5, 4.790085815397497
637, 554, 13, 5.550891343029675
620, 535, 44, 5.6012275769143045
617, 535, 50, 5.750086345256068
677, 637, 43, 5.987116558932803
