node, prevNode, creator, time
1, 0, 0, 0
64, 45, 1, 0.2622068066847435
45, 1, 43, 0.2831030846412721
51, 1, 49, 0.7904578115870007
103, 64, 20, 0.8793491313621107
87, 45, 2, 1.0595511234688968
135, 64, 39, 1.3208232240888118
116, 64, 15, 1.3770161196478288
207, 116, 43, 1.4162323396501386
152, 103, 20, 1.421839476832296
168, 116, 15, 1.5635958816821216
211, 207, 43, 1.7336781648148696
141, 64, 49, 1.8028851908517227
184, 64, 25, 1.8134101656090713
208, 103, 54, 1.8569379172969263
246, 207, 57, 1.9160904439219806
290, 207, 42, 2.0967475425746307
244, 168, 24, 2.303753493995454
341, 211, 47, 2.3638241920886207
361, 341, 20, 2.5334898973854085
317, 211, 13, 2.79451286505981
398, 317, 13, 2.917638947769
388, 361, 57, 2.990204387089642
415, 341, 45, 3.327268966063877
535, 388, 40, 3.675694102107729
507, 388, 21, 4.414592902000298
532, 388, 38, 4.46035367294415
554, 507, 5, 4.561962906641642
637, 554, 13, 4.93187272309381
620, 535, 44, 5.164798304207103
617, 535, 50, 5.5048723215075
677, 637, 43, 5.610635256588451
661, 637, 36, 5.879969831184162
660, 617, 50, 5.933073490128733
695, 637, 2, 6.063410453888748
