node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.6668915645749269
64, 45, 1, 0.802134654611133
51, 1, 49, 1.1473632734327674
87, 45, 2, 1.1511016511361847
103, 64, 20, 1.469531090521439
116, 64, 15, 1.509900451348904
168, 116, 15, 1.6144075449172848
184, 64, 25, 1.6649896850569275
135, 64, 39, 1.7318777402047085
207, 116, 43, 1.8751868024861478
152, 103, 20, 1.9787267370480053
208, 103, 54, 2.0758583340663246
141, 64, 49, 2.1279067105540292
246, 207, 57, 2.1531409683213267
211, 207, 43, 2.193362127931077
244, 168, 24, 2.328405215168764
290, 207, 42, 2.499514567694299
341, 211, 47, 2.8021802974445795
361, 341, 20, 3.1145281454723603
317, 211, 13, 3.232972710679682
388, 361, 57, 3.2337700213291773
398, 317, 13, 3.3480934588730875
415, 341, 45, 3.4782803006865617
535, 388, 40, 4.26223162157888
532, 388, 38, 4.437968698922756
507, 388, 21, 4.460470033707884
554, 507, 5, 4.763606606937059
620, 535, 44, 5.310022684607375
637, 554, 13, 5.383803177620537
617, 535, 50, 5.753773840832592
661, 637, 36, 6.105093416340478
695, 637, 2, 6.105565371848365
