node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.33032788084705295
87, 45, 2, 0.5776470252673043
64, 45, 1, 0.6434566139287692
51, 1, 49, 0.9889561154615476
103, 64, 20, 1.3702779995599599
116, 64, 15, 1.469236336103396
207, 116, 43, 1.4783720900414483
135, 64, 39, 1.6184972015693275
168, 116, 15, 1.6824822782448665
208, 103, 54, 1.8068128494108595
211, 207, 43, 1.8765933812693198
184, 64, 25, 1.8875527804398762
152, 103, 20, 1.8914480069901456
141, 64, 49, 1.986222719394032
246, 207, 57, 2.0122011526718
244, 168, 24, 2.2223594607801878
290, 207, 42, 2.312423433102324
341, 211, 47, 2.40324997267581
361, 341, 20, 2.988298431597911
388, 361, 57, 3.0860420657113234
415, 341, 45, 3.141554670490252
317, 211, 13, 3.2055614890489044
398, 317, 13, 3.257227859312678
507, 388, 21, 4.1629423341339695
535, 388, 40, 4.1944085193848455
554, 507, 5, 4.279308237085048
532, 388, 38, 4.354563045418149
620, 535, 44, 5.226730374243353
637, 554, 13, 5.293634368086818
695, 637, 2, 5.52048850783357
617, 535, 50, 5.575912058684953
677, 637, 43, 5.731718525211816
660, 617, 50, 5.999234655607583
