node, prevNode, creator, time
1, 0, 0, 0
45, 1, 43, 0.1560449280576851
64, 45, 1, 0.5863686329859602
51, 1, 49, 0.6047084414149817
87, 45, 2, 0.8587762818047898
116, 64, 15, 1.110352708586405
168, 116, 15, 1.3061253875724992
103, 64, 20, 1.306582446296844
207, 116, 43, 1.3478356739213169
135, 64, 39, 1.410877502373694
184, 64, 25, 1.4429977948525858
141, 64, 49, 1.5508852678590888
211, 207, 43, 1.7179547372265225
152, 103, 20, 1.7615270892741368
244, 168, 24, 1.8018945542936842
208, 103, 54, 1.8275333174668058
246, 207, 57, 2.06918241916898
290, 207, 42, 2.0873728022196048
341, 211, 47, 2.4306422258707934
415, 341, 45, 2.907244902333077
361, 341, 20, 2.9212470652713107
317, 211, 13, 3.045800676318936
388, 361, 57, 3.1678145888011184
398, 317, 13, 3.200832110657702
507, 388, 21, 3.7440175987374076
532, 388, 38, 3.92315602284835
535, 388, 40, 4.075957551584708
554, 507, 5, 4.099343267336446
637, 554, 13, 5.241913357756544
620, 535, 44, 5.3179688135611265
677, 637, 43, 5.565936724833705
617, 535, 50, 5.616597020097472
695, 637, 2, 5.6762757429420425
661, 637, 36, 5.94383150493048
726, 677, 21, 6.030468506838126
751, 677, 58, 6.055207118809581
745, 677, 24, 6.0745215242577855
660, 617, 50, 6.0775243418449305
